,county,state,lat,lon,year,date,disastertype,declarationtitle
20389,Breathitt County,KY,37.5248869,-83.2943551,2011,2011-07-25,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING"
20390,Lee County,KY,37.6001442,-83.7073043,2011,2011-07-25,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING"
20391,Magoffin County,KY,37.6859873,-83.039044,2011,2011-07-25,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING"
20392,Bell County,KY,36.7370344,-83.6491695,2011,2011-07-25,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING"
20393,Knox County,KY,36.8934427,-83.8545725,2011,2011-07-25,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING"
20394,Perry County,KY,37.2203608,-83.1640699,2011,2011-07-25,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING"
20395,Knott County,KY,37.3521946,-82.9314574,2011,2011-07-25,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING"
20396,Wind River Indian Reservation,WY,43.305285999999995,-108.80803243997423,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20397,Albany County,WY,41.6684047,-105.6812633,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20398,Big Horn County,WY,44.4952545,-108.0024782,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20399,Carbon County,WY,41.7423474,-106.8625645,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20400,Crook County,WY,44.5746536,-104.5816096,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20401,Fremont County,WY,43.0293336,-108.5772551,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20402,Goshen County,WY,42.0657096,-104.3541422,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20403,Johnson County,WY,44.0155638,-106.6140815,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20404,Platte County,WY,42.0923141,-104.9870991,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20405,Sheridan County,WY,44.7947537,-106.8222688,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20406,Sweetwater County,WY,41.6239475,-108.9702314,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20407,Teton County,WY,43.9133416,-110.6367905,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20408,Lincoln County,WY,42.1765551,-110.7208048,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20409,Uinta County,WY,41.2631855,-110.5678519,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20410,Washakie County,WY,43.9308684,-107.6704088,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20411,Weston County,WY,43.8397865,-104.5361902,2011,2011-07-22,Severe Storms,"SEVERE STORMS,  FLOODING,  AND LANDSLIDES"
20412,Coos County,NH,44.6957889,-71.31388037739671,2011,2011-07-22,Flood,SEVERE STORMS AND FLOODING
20413,Grafton County,NH,43.9702453,-71.8742626,2011,2011-07-22,Flood,SEVERE STORMS AND FLOODING
20414,Claiborne County,TN,36.4673161,-83.6786377,2011,2011-07-20,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  TORNADOES,  AND"
20415,Anderson County,TN,36.1063226,-84.1849939,2011,2011-07-20,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  TORNADOES,  AND"
20416,Grainger County,TN,36.2810821,-83.5107018,2011,2011-07-20,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  TORNADOES,  AND"
20417,Henderson County,TN,35.6418311,-88.3949437,2011,2011-07-20,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  TORNADOES,  AND"
20418,Knox County,TN,35.9859998,-83.9375598,2011,2011-07-20,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  TORNADOES,  AND"
20419,Loudon County,TN,35.7490023,-84.320293,2011,2011-07-20,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  TORNADOES,  AND"
20420,Marion County,TN,35.1507807,-85.617868,2011,2011-07-20,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  TORNADOES,  AND"
20421,Oklahoma County,OK,35.5533328,-97.4367741,2011,2011-07-15,Fire,EDMOND FIRE
20422,Murray County,OK,34.4935341,-97.0475803,2011,2011-07-15,Fire,FALLS CREEK FIRE
20423,Bradford County,PA,41.7746685,-76.5264613,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20424,Lycoming County,PA,41.3472688,-77.0220348,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20425,Tioga County,PA,41.7741691,-77.254256,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20426,Wyoming County,PA,41.5179097,-76.019111,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20427,Sullivan County,PA,41.4402556,-76.5117017,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20428,Adams County,OH,38.8398935,-83.5051704,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20429,Athens County,OH,39.355589,-82.0610404,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20430,Brown County,OH,38.9092542,-83.8836555,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20431,Gallia County,OH,38.7952465,-82.3556216,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20432,Clermont County,OH,39.0678155,-84.1566341,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20433,Guernsey County,OH,40.0802222,-81.4859433,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20434,Hamilton County,OH,39.2085354,-84.5501874,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20435,Belmont County,OH,40.0057737,-81.0097516,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20436,Jefferson County,OH,40.3792938,-80.7847619,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20437,Lawrence County,OH,38.6065461,-82.5702511,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20438,Meigs County,OH,39.1099292,-82.0420769,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20439,Monroe County,OH,39.7157533,-81.1078783,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20440,Hocking County,OH,39.4644491,-82.5469722,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20441,Jackson County,OH,39.0131871,-82.6089043,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20442,Noble County,OH,39.7517148,-81.4957347,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20443,Pike County,OH,39.1056387,-83.0611404,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20444,Morgan County,OH,39.5943953,-81.877978,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20445,Vinton County,OH,39.2744355,-82.4740302,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20446,Washington County,OH,39.4782641,-81.5488945,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20447,Ross County,OH,39.3455507,-83.077359,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20448,Scioto County,OH,38.823448,-83.017141,2011,2011-07-13,Severe Storms,SEVERE STORMS AND FLOODING
20449,Nolan County,TX,32.2719306,-100.3987748,2011,2011-07-11,Fire,NOLAN COUNTY FIRE COMPLEX
20450,Essex County,VT,44.680852099999996,-71.7352329786847,2011,2011-07-08,Severe Storms,SEVERE STORMS AND FLOODING
20451,Orange County,VT,43.9950352,-72.3763533,2011,2011-07-08,Severe Storms,SEVERE STORMS AND FLOODING
20452,Caledonia County,VT,44.46383305,-72.1083608591196,2011,2011-07-08,Severe Storms,SEVERE STORMS AND FLOODING
20453,Washington County,VT,44.2690924,-72.6146505,2011,2011-07-08,Severe Storms,SEVERE STORMS AND FLOODING
20454,Crawford County,AR,35.5803044,-94.2684622,2011,2011-07-08,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING"
20455,Franklin County,AR,35.5110075,-93.8864847,2011,2011-07-08,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING"
20456,Johnson County,AR,35.5600697,-93.4550108,2011,2011-07-08,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING"
20457,Bladen County,NC,34.627971,-78.5627714,2011,2011-07-04,Fire,SIMMONS ROAD FIRE
20458,Cumberland County,NC,35.0461723,-78.8394255,2011,2011-07-04,Fire,SIMMONS ROAD FIRE
20459,Anderson County,TX,31.7819242,-95.6258199,2011,2011-07-01,Fire,WILDFIRES
20460,Andrews County,TX,32.2690953,-102.6042447,2011,2011-07-01,Fire,WILDFIRES
20461,Archer County,TX,33.5816594,-98.7044869,2011,2011-07-01,Fire,WILDFIRES
20462,Armstrong County,TX,34.9295608,-101.3449139,2011,2011-07-01,Fire,WILDFIRES
20463,Bailey County,TX,34.0349194,-102.8149372,2011,2011-07-01,Fire,WILDFIRES
20464,Bastrop County,TX,30.110758949999997,-97.32192613278204,2011,2011-07-01,Fire,WILDFIRES
20465,Baylor County,TX,33.574962,-99.2000611,2011,2011-07-01,Fire,WILDFIRES
20466,Blanco County,TX,30.2419274,-98.4004594,2011,2011-07-01,Fire,WILDFIRES
20467,Brewster County,TX,29.8462742,-103.2400734,2011,2011-07-01,Fire,WILDFIRES
20468,Briscoe County,TX,34.4795161,-101.1875029,2011,2011-07-01,Fire,WILDFIRES
20469,Brown County,TX,31.7525184,-98.9904722,2011,2011-07-01,Fire,WILDFIRES
20470,Burnet County,TX,30.7763939,-98.1700016,2011,2011-07-01,Fire,WILDFIRES
20471,Callahan County,TX,32.2810409,-99.3612437,2011,2011-07-01,Fire,WILDFIRES
20472,Carson County,TX,35.3636563,-101.3353895,2011,2011-07-01,Fire,WILDFIRES
20473,Cass County,TX,33.0560857,-94.3510366,2011,2011-07-01,Fire,WILDFIRES
20474,Brooks County,TX,26.9879856,-98.2071041,2011,2011-07-01,Fire,WILDFIRES
20475,Castro County,TX,34.4952536,-102.2592314,2011,2011-07-01,Fire,WILDFIRES
20476,Clay County,TX,33.6856157,-98.2123296,2011,2011-07-01,Fire,WILDFIRES
20477,Cochran County,TX,33.5905096,-102.805677,2011,2011-07-01,Fire,WILDFIRES
20478,Coleman County,TX,31.7766863,-99.4461098,2011,2011-07-01,Fire,WILDFIRES
20479,Concho County,TX,31.3102947,-99.8507578,2011,2011-07-01,Fire,WILDFIRES
20480,Coryell County,TX,31.3689333,-97.8184077,2011,2011-07-01,Fire,WILDFIRES
20481,Cottle County,TX,34.0573118,-100.283259,2011,2011-07-01,Fire,WILDFIRES
20482,Crane County,TX,31.4486118,-102.5163544,2011,2011-07-01,Fire,WILDFIRES
20483,Crockett County,TX,30.6517377,-101.3766686,2011,2011-07-01,Fire,WILDFIRES
20484,Childress County,TX,34.519656850000004,-100.2067662719434,2011,2011-07-01,Fire,WILDFIRES
20485,Crosby County,TX,33.5778818,-101.2855737,2011,2011-07-01,Fire,WILDFIRES
20486,Coke County,TX,31.8695226,-100.5474369,2011,2011-07-01,Fire,WILDFIRES
20487,Culberson County,TX,31.4622625,-104.482834,2011,2011-07-01,Fire,WILDFIRES
20488,Dawson County,TX,32.7410762,-101.9576048,2011,2011-07-01,Fire,WILDFIRES
20489,Deaf Smith County,TX,34.9323974,-102.5983118,2011,2011-07-01,Fire,WILDFIRES
20490,Dickens County,TX,33.6170056,-100.7614115,2011,2011-07-01,Fire,WILDFIRES
20491,Donley County,TX,34.9315007,-100.8145306,2011,2011-07-01,Fire,WILDFIRES
20492,Duval County,TX,27.6708701,-98.5121975,2011,2011-07-01,Fire,WILDFIRES
20493,Eastland County,TX,32.2978594,-98.8630896,2011,2011-07-01,Fire,WILDFIRES
20494,Erath County,TX,32.1954856,-98.2213499,2011,2011-07-01,Fire,WILDFIRES
20495,Fisher County,TX,32.7090882,-100.3811922,2011,2011-07-01,Fire,WILDFIRES
20496,Foard County,TX,33.9502317,-99.7310158,2011,2011-07-01,Fire,WILDFIRES
20497,Franklin County,TX,33.16011905,-95.21652077002003,2011,2011-07-01,Fire,WILDFIRES
20498,Frio County,TX,28.8352831,-99.1226618,2011,2011-07-01,Fire,WILDFIRES
20499,Garza County,TX,33.1414018,-101.287742,2011,2011-07-01,Fire,WILDFIRES
20500,Glasscock County,TX,31.8640224,-101.4811312,2011,2011-07-01,Fire,WILDFIRES
20501,Gonzales County,TX,29.4436555,-97.5108636,2011,2011-07-01,Fire,WILDFIRES
20502,Hall County,TX,34.5036637,-100.6536777,2011,2011-07-01,Fire,WILDFIRES
20503,Hansford County,TX,36.2563401,-101.3621472,2011,2011-07-01,Fire,WILDFIRES
20504,Hardeman County,TX,34.2510707,-99.7322571,2011,2011-07-01,Fire,WILDFIRES
20505,Hardin County,TX,30.3049642,-94.403904,2011,2011-07-01,Fire,WILDFIRES
20506,Harrison County,TX,32.5233959,-94.3982158,2011,2011-07-01,Fire,WILDFIRES
20507,Hartley County,TX,35.8418438,-102.6145811,2011,2011-07-01,Fire,WILDFIRES
20508,Hockley County,TX,33.5714311,-102.3110415,2011,2011-07-01,Fire,WILDFIRES
20509,Houston County,TX,31.3378465,-95.390805,2011,2011-07-01,Fire,WILDFIRES
20510,Haskell County,TX,33.1542164,-99.7199972,2011,2011-07-01,Fire,WILDFIRES
20511,Hemphill County,TX,35.8293476,-100.2564532,2011,2011-07-01,Fire,WILDFIRES
20512,Howard County,TX,32.3047833,-101.4271085,2011,2011-07-01,Fire,WILDFIRES
20513,Hutchinson County,TX,35.8148236,-101.34844,2011,2011-07-01,Fire,WILDFIRES
20514,Irion County,TX,31.2931196,-100.980073,2011,2011-07-01,Fire,WILDFIRES
20515,Jack County,TX,33.2127019,-98.1639199,2011,2011-07-01,Fire,WILDFIRES
20516,Jasper County,TX,30.7485258,-94.000884,2011,2011-07-01,Fire,WILDFIRES
20517,Jeff Davis County,TX,30.7018281,-104.1501698,2011,2011-07-01,Fire,WILDFIRES
20518,Jim Hogg County,TX,27.0065425,-98.7047316,2011,2011-07-01,Fire,WILDFIRES
20519,Jones County,TX,32.7135946,-99.8606106,2011,2011-07-01,Fire,WILDFIRES
20520,Kent County,TX,33.1665316,-100.7846477,2011,2011-07-01,Fire,WILDFIRES
20521,Kimble County,TX,30.4744131,-99.8199792,2011,2011-07-01,Fire,WILDFIRES
20522,King County,TX,33.588178,-100.2178972,2011,2011-07-01,Fire,WILDFIRES
20523,Knox County,TX,33.5871385,-99.7073621,2011,2011-07-01,Fire,WILDFIRES
20524,Lamar County,TX,33.6383552,-95.582343,2011,2011-07-01,Fire,WILDFIRES
20525,Lamb County,TX,34.0321667,-102.3429233,2011,2011-07-01,Fire,WILDFIRES
20526,Lee County,TX,30.3031353,-96.9588587,2011,2011-07-01,Fire,WILDFIRES
20527,Leon County,TX,31.2715127,-95.9953382,2011,2011-07-01,Fire,WILDFIRES
20528,Live Oak County,TX,28.2678746,-98.101923,2011,2011-07-01,Fire,WILDFIRES
20529,Lynn County,TX,33.1474257,-101.812592,2011,2011-07-01,Fire,WILDFIRES
20530,Lampasas County,TX,31.1761363,-98.240563,2011,2011-07-01,Fire,WILDFIRES
20531,Marion County,TX,32.7931661,-94.344488,2011,2011-07-01,Fire,WILDFIRES
20532,Martin County,TX,32.2675039,-101.9190317,2011,2011-07-01,Fire,WILDFIRES
20533,Mason County,TX,30.705029,-99.2233284,2011,2011-07-01,Fire,WILDFIRES
20534,Menard County,TX,30.8573562,-99.8320637,2011,2011-07-01,Fire,WILDFIRES
20535,Midland County,TX,31.83688,-102.0103767,2011,2011-07-01,Fire,WILDFIRES
20536,Mills County,TX,31.4861082,-98.5527272,2011,2011-07-01,Fire,WILDFIRES
20537,Mitchell County,TX,32.2898049,-100.9213003,2011,2011-07-01,Fire,WILDFIRES
20538,Montague County,TX,33.6205753,-97.7215754,2011,2011-07-01,Fire,WILDFIRES
20539,Moore County,TX,35.8156121,-101.9104355,2011,2011-07-01,Fire,WILDFIRES
20540,Motley County,TX,34.0395459,-100.7744062,2011,2011-07-01,Fire,WILDFIRES
20541,Nolan County,TX,32.2719306,-100.3987748,2011,2011-07-01,Fire,WILDFIRES
20542,Oldham County,TX,35.3907651,-102.6193428,2011,2011-07-01,Fire,WILDFIRES
20543,Palo Pinto County,TX,32.7215726,-98.2814881,2011,2011-07-01,Fire,WILDFIRES
20544,Newton County,TX,30.8118989,-93.740504,2011,2011-07-01,Fire,WILDFIRES
20545,Ochiltree County,TX,36.2559217,-100.8138152,2011,2011-07-01,Fire,WILDFIRES
20546,Morris County,TX,33.0738633,-94.7392197,2011,2011-07-01,Fire,WILDFIRES
20547,Panola County,TX,32.1367712,-94.3130073,2011,2011-07-01,Fire,WILDFIRES
20548,Pecos County,TX,30.7857437,-102.8065415,2011,2011-07-01,Fire,WILDFIRES
20549,Potter County,TX,35.3683354,-101.8776577,2011,2011-07-01,Fire,WILDFIRES
20550,Presidio County,TX,29.9883766,-104.2336552,2011,2011-07-01,Fire,WILDFIRES
20551,Randall County,TX,34.9444713,-101.8850309,2011,2011-07-01,Fire,WILDFIRES
20552,Reagan County,TX,31.3458428,-101.5295291,2011,2011-07-01,Fire,WILDFIRES
20553,Red River County,TX,33.571979,-95.0429674,2011,2011-07-01,Fire,WILDFIRES
20554,Rusk County,TX,32.051377,-94.7906553,2011,2011-07-01,Fire,WILDFIRES
20555,Sabine County,TX,31.3325489,-93.8722218,2011,2011-07-01,Fire,WILDFIRES
20556,San Augustine County,TX,31.3970365,-94.1751389,2011,2011-07-01,Fire,WILDFIRES
20557,Roberts County,TX,35.8309752,-100.8058034,2011,2011-07-01,Fire,WILDFIRES
20558,San Saba County,TX,31.122268,-98.8397049,2011,2011-07-01,Fire,WILDFIRES
20559,Scurry County,TX,32.7225172,-100.9052015,2011,2011-07-01,Fire,WILDFIRES
20560,Shackelford County,TX,32.7088752,-99.3307616,2011,2011-07-01,Fire,WILDFIRES
20561,Sterling County,TX,31.8151416,-101.0452671,2011,2011-07-01,Fire,WILDFIRES
20562,Stonewall County,TX,33.1571742,-100.2453011,2011,2011-07-01,Fire,WILDFIRES
20563,Swisher County,TX,34.47235,-101.7119955,2011,2011-07-01,Fire,WILDFIRES
20564,Sutton County,TX,30.5672947,-100.6432359,2011,2011-07-01,Fire,WILDFIRES
20565,Terry County,TX,33.1514254,-102.3328121,2011,2011-07-01,Fire,WILDFIRES
20566,Throckmorton County,TX,33.1571081,-99.2017838,2011,2011-07-01,Fire,WILDFIRES
20567,Somervell County,TX,32.2275813,-97.7724138,2011,2011-07-01,Fire,WILDFIRES
20568,Stephens County,TX,32.6944793,-98.8200722,2011,2011-07-01,Fire,WILDFIRES
20569,Tyler County,TX,30.7563939,-94.3984613,2011,2011-07-01,Fire,WILDFIRES
20570,Upton County,TX,31.3720387,-102.0386055,2011,2011-07-01,Fire,WILDFIRES
20571,Tom Green County,TX,31.3782559,-100.4133839,2011,2011-07-01,Fire,WILDFIRES
20572,Terrell County,TX,30.1990738,-102.0974881,2011,2011-07-01,Fire,WILDFIRES
20573,Trinity County,TX,31.0834452,-95.1219348,2011,2011-07-01,Fire,WILDFIRES
20574,Walker County,TX,30.6795741,-95.5522823,2011,2011-07-01,Fire,WILDFIRES
20575,Wheeler County,TX,35.3921902,-100.2632764,2011,2011-07-01,Fire,WILDFIRES
20576,Wichita County,TX,33.9516534,-98.7088886,2011,2011-07-01,Fire,WILDFIRES
20577,Wilbarger County,TX,34.0265157,-99.2085961,2011,2011-07-01,Fire,WILDFIRES
20578,Val Verde County,TX,29.9153286,-101.1284631,2011,2011-07-01,Fire,WILDFIRES
20579,Winkler County,TX,31.8005913,-103.0762299,2011,2011-07-01,Fire,WILDFIRES
20580,Young County,TX,33.1508315,-98.6962766,2011,2011-07-01,Fire,WILDFIRES
20581,Lincoln County,NM,33.7525727,-105.4158806,2011,2011-06-30,Fire,DONALDSON FIRE
20582,Boone County,MO,39.0153926,-92.3307534,2011,2011-06-30,Flood,FLOODING
20583,Atchison County,MO,40.4144817,-95.4359392,2011,2011-06-30,Flood,FLOODING
20584,Andrew County,MO,39.9845508,-94.8090258,2011,2011-06-30,Flood,FLOODING
20585,Carroll County,MO,39.441912,-93.516971,2011,2011-06-30,Flood,FLOODING
20586,Cooper County,MO,38.8452595,-92.8249579,2011,2011-06-30,Flood,FLOODING
20587,Clark County,MO,40.3962004,-91.7362195,2011,2011-06-30,Flood,FLOODING
20588,Franklin County,MO,38.4021095,-91.0841241,2011,2011-06-30,Flood,FLOODING
20589,Gasconade County,MO,38.4575789,-91.5177499,2011,2011-06-30,Flood,FLOODING
20590,Buchanan County,MO,39.6733203,-94.794829,2011,2011-06-30,Flood,FLOODING
20591,Chariton County,MO,39.5372927,-92.9524728,2011,2011-06-30,Flood,FLOODING
20592,Callaway County,MO,38.8491265,-91.9257607,2011,2011-06-30,Flood,FLOODING
20593,Clay County,MO,39.3187409,-94.4046405,2011,2011-06-30,Flood,FLOODING
20594,Jackson County,MO,39.03540865,-94.35827545075793,2011,2011-06-30,Flood,FLOODING
20595,Howard County,MO,39.1321077,-92.7181732,2011,2011-06-30,Flood,FLOODING
20596,Holt County,MO,40.0989571,-95.2134565,2011,2011-06-30,Flood,FLOODING
20597,Lafayette County,MO,39.0603689,-93.8151868,2011,2011-06-30,Flood,FLOODING
20598,Lewis County,MO,40.0902418,-91.7013355,2011,2011-06-30,Flood,FLOODING
20599,Osage County,MO,38.4637283,-91.8708392,2011,2011-06-30,Flood,FLOODING
20600,Platte County,MO,39.3770348,-94.7716306,2011,2011-06-30,Flood,FLOODING
20601,Ray County,MO,39.3661726,-93.9888262,2011,2011-06-30,Flood,FLOODING
20602,St. Charles County,MO,38.7877791,-90.6747372,2011,2011-06-30,Flood,FLOODING
20603,St. Louis County,MO,38.6398744,-90.51881277501238,2011,2011-06-30,Flood,FLOODING
20604,Saline County,MO,39.1256186,-93.2300648,2011,2011-06-30,Flood,FLOODING
20605,Warren County,MO,38.7535106,-91.1453948,2011,2011-06-30,Flood,FLOODING
20606,Cole County,MO,38.5189519,-92.2956433,2011,2011-06-30,Flood,FLOODING
20607,Montgomery County,MO,38.9682313,-91.4821326,2011,2011-06-30,Flood,FLOODING
20608,Moniteau County,MO,38.6074608,-92.5851064,2011,2011-06-30,Flood,FLOODING
20609,St. Louis,MO,38.6264256,-90.1995853,2011,2011-06-30,Flood,FLOODING
20610,Otero County,NM,32.5059533,-105.8063662,2011,2011-06-29,Fire,LITTLE LEWIS FIRE
20611,Woodbury County,IA,42.3775361,-96.0607187,2011,2011-06-27,Flood,FLOODING
20612,Fremont County,IA,40.7345943,-95.5924782,2011,2011-06-27,Flood,FLOODING
20613,Harrison County,IA,41.6659155,-95.7976315,2011,2011-06-27,Flood,FLOODING
20614,Mills County,IA,41.0171392,-95.6087477,2011,2011-06-27,Flood,FLOODING
20615,Monona County,IA,42.0218737,-95.9356631,2011,2011-06-27,Flood,FLOODING
20616,Pottawattamie County,IA,41.3115686,-95.5331269,2011,2011-06-27,Flood,FLOODING
20620,Los Alamos County,NM,35.8585475,-106.317166,2011,2011-06-26,Fire,LAS CONCHAS FIRE
20621,Rio Arriba County,NM,36.5488273,-106.8155233,2011,2011-06-26,Fire,LAS CONCHAS FIRE
20622,Sandoval County,NM,35.5910806,-106.8472167,2011,2011-06-26,Fire,LAS CONCHAS FIRE
20623,Leavenworth County,KS,39.2147095,-95.0620347,2011,2011-06-25,Flood,FLOODING
20624,Wyandotte County,KS,39.1090458,-94.767624,2011,2011-06-25,Flood,FLOODING
20625,Atchison County,KS,39.545816,-95.3326052,2011,2011-06-25,Flood,FLOODING
20626,Doniphan County,KS,39.7831556,-95.1776492,2011,2011-06-25,Flood,FLOODING
20627,Comanche County,OK,34.6557505,-98.4485103,2011,2011-06-24,Fire,MEDICINE PARK FIRE
20628,Clark County,IN,38.4941217,-85.7169081,2011,2011-06-23,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND"
20629,Benton County,IN,40.6034281,-87.3235164,2011,2011-06-23,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND"
20630,Crawford County,IN,38.304425,-86.444022,2011,2011-06-23,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND"
